roundId,playerAddressHash,timestamp,x,y,ts
1761534572632_p9p0abzxp,f06c0d3e479fac14b5a424750219dac8,2025-10-27T03:09:39.693Z,260,681,1761534576599
1761534622531_9u9dwqphy,58f49bc46a00338796dfe8369425895f,2025-10-27T03:10:28.945Z,440,799,1761534627998
1761534625902_j1268oymi,f06c0d3e479fac14b5a424750219dac8,2025-10-27T03:10:31.590Z,349,834,1761534627898
1761534677146_63o3nqgcb,09620dd6f54a39010841b752cf9ea06d,2025-10-27T03:11:26.437Z,195,498,1761534683148
1761534677146_63o3nqgcb,09620dd6f54a39010841b752cf9ea06d,2025-10-27T03:11:26.437Z,0,11,1761534683298
1761534677146_63o3nqgcb,09620dd6f54a39010841b752cf9ea06d,2025-10-27T03:11:26.437Z,300,875,1761534683814
1761534975340_i9ah3lkth,be94f06ba2182f385604fd43b2f49751,2025-10-27T03:16:33.107Z,1,211,1761534991129
1761534995523_w8vrebsxj,be94f06ba2182f385604fd43b2f49751,2025-10-27T03:16:49.970Z,373,352,1761535002328
1761534995523_w8vrebsxj,be94f06ba2182f385604fd43b2f49751,2025-10-27T03:16:49.970Z,10,387,1761535009512
1761535011145_9ka9bl7am,be94f06ba2182f385604fd43b2f49751,2025-10-27T03:17:02.473Z,387,479,1761535018947
1761535024981_jvelkbcwh,be94f06ba2182f385604fd43b2f49751,2025-10-27T03:17:22.859Z,1,349,1761535041713
1761535044829_kwpfdzub7,be94f06ba2182f385604fd43b2f49751,2025-10-27T03:17:37.893Z,0,652,1761535057396
1761535060678_9nvv2nnv2,be94f06ba2182f385604fd43b2f49751,2025-10-27T03:17:58.467Z,386,784,1761535066478
1761535060678_9nvv2nnv2,be94f06ba2182f385604fd43b2f49751,2025-10-27T03:17:58.467Z,36,650,1761535069211
1761535060678_9nvv2nnv2,be94f06ba2182f385604fd43b2f49751,2025-10-27T03:17:58.467Z,36,649,1761535069261
1761535298944_wofluc48f,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T03:21:44.773Z,353,804,1761535301883
1761535301514_o49bge91z,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T03:21:47.378Z,274,787,1761535301817
1761535302915_9peeaglfs,387307857eabf959fce6a366ceea1515,2025-10-27T03:21:50.581Z,505,763,1761535303117
1761535302915_9peeaglfs,387307857eabf959fce6a366ceea1515,2025-10-27T03:21:50.581Z,59,780,1761535303183
1761535302915_9peeaglfs,387307857eabf959fce6a366ceea1515,2025-10-27T03:21:50.581Z,6,714,1761535306035
1761535344753_68eq3m5qg,387307857eabf959fce6a366ceea1515,2025-10-27T03:22:31.273Z,455,690,1761535347516
1761535344753_68eq3m5qg,387307857eabf959fce6a366ceea1515,2025-10-27T03:22:31.273Z,246,882,1761535348407
1761535344753_68eq3m5qg,387307857eabf959fce6a366ceea1515,2025-10-27T03:22:31.273Z,251,834,1761535348783
1761535347018_74j1fm66z,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T03:22:33.143Z,353,734,1761535347301
1761535372634_lhn46vmy7,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:01.618Z,102,832,1761535374650
1761535372634_lhn46vmy7,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:01.618Z,93,839,1761535377569
1761535383150_aapflok4n,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:14.841Z,15,814,1761535385636
1761535383150_aapflok4n,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:14.841Z,26,693,1761535385699
1761535383150_aapflok4n,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:14.841Z,31,619,1761535385749
1761535383150_aapflok4n,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:14.841Z,18,567,1761535385799
1761535383150_aapflok4n,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:14.841Z,7,540,1761535385849
1761535383150_aapflok4n,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:14.841Z,1,528,1761535385899
1761535383150_aapflok4n,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:14.841Z,0,527,1761535385949
1761535383150_aapflok4n,387307857eabf959fce6a366ceea1515,2025-10-27T03:23:14.841Z,0,527,1761535386041
1761535713937_55x36oxnx,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:28:39.807Z,346,734,1761535714382
1761535713937_55x36oxnx,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:28:39.807Z,273,735,1761535714447
1761535713937_55x36oxnx,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:28:39.807Z,247,733,1761535714497
1761535713937_55x36oxnx,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:28:39.807Z,212,738,1761535714547
1761535713937_55x36oxnx,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:28:39.807Z,177,744,1761535714597
1761535713937_55x36oxnx,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:28:39.807Z,161,749,1761535714647
1761535713937_55x36oxnx,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:28:39.807Z,142,753,1761535714697
1761535713937_55x36oxnx,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:28:39.807Z,93,760,1761535714748
1761535713937_55x36oxnx,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:28:39.807Z,8,770,1761535714814
1761535718463_h1hiwvgcq,dfb0f0f6b83afdad470a62ec4138587a,2025-10-27T03:28:44.353Z,269,694,1761535718732
1761535721656_ezogbmt7k,75c26a071d7a0cd05248d37f3136a6af,2025-10-27T03:28:47.428Z,508,669,1761535721914
1761535721656_ezogbmt7k,75c26a071d7a0cd05248d37f3136a6af,2025-10-27T03:28:47.428Z,418,677,1761535721964
1761535721656_ezogbmt7k,75c26a071d7a0cd05248d37f3136a6af,2025-10-27T03:28:47.428Z,317,696,1761535722014
1761535721656_ezogbmt7k,75c26a071d7a0cd05248d37f3136a6af,2025-10-27T03:28:47.428Z,214,716,1761535722064
1761535721656_ezogbmt7k,75c26a071d7a0cd05248d37f3136a6af,2025-10-27T03:28:47.428Z,160,725,1761535722114
1761535721656_ezogbmt7k,75c26a071d7a0cd05248d37f3136a6af,2025-10-27T03:28:47.428Z,131,726,1761535722164
1761535721656_ezogbmt7k,75c26a071d7a0cd05248d37f3136a6af,2025-10-27T03:28:47.428Z,87,725,1761535722214
1761535721656_ezogbmt7k,75c26a071d7a0cd05248d37f3136a6af,2025-10-27T03:28:47.428Z,0,725,1761535722267
1761535721656_ezogbmt7k,75c26a071d7a0cd05248d37f3136a6af,2025-10-27T03:28:47.428Z,5,366,1761535725976
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,523,359,1761535725031
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,417,305,1761535725081
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,338,263,1761535725131
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,253,220,1761535725181
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,208,214,1761535725231
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,189,215,1761535725281
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,184,215,1761535725331
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,181,220,1761535725381
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,181,225,1761535725431
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,185,232,1761535725481
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,185,232,1761535725559
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,185,237,1761535725614
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,215,238,1761535725664
1761535724392_m1ytf0ie7,198463dfb70906d33e7f9df10a821b63,2025-10-27T03:28:50.286Z,458,233,1761535725714
1761535747161_lad91ma7v,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:29:12.049Z,299,823,1761535747936
1761535747161_lad91ma7v,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:29:12.049Z,276,810,1761535747997
1761535747161_lad91ma7v,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:29:12.049Z,254,778,1761535748048
1761535747161_lad91ma7v,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:29:12.049Z,237,757,1761535748114
1761535747161_lad91ma7v,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:29:12.049Z,224,749,1761535748164
1761535747161_lad91ma7v,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:29:12.049Z,221,748,1761535748250
1761535747161_lad91ma7v,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:29:12.049Z,212,749,1761535748394
1761535762784_pepn1gawj,7e30ee3b1da0eb3d59caa3851e9bdc46,2025-10-27T03:29:27.793Z,212,749,1761535763370
1761536284958_02d9c9j6q,c98cace2fda2cd9efd142ea27f9fb5bc,2025-10-27T03:38:11.670Z,387,644,1761536290094
1761536289570_yovoxuhl5,76ef0ecebc0b613abaf86562b711a178,2025-10-27T03:38:16.306Z,358,717,1761536289911
1761536289570_yovoxuhl5,76ef0ecebc0b613abaf86562b711a178,2025-10-27T03:38:16.306Z,179,716,1761536289961
1761536303082_e58tz3t5u,c98cace2fda2cd9efd142ea27f9fb5bc,2025-10-27T03:38:29.053Z,384,681,1761536308844
1761536308104_7sg9uc4bm,76ef0ecebc0b613abaf86562b711a178,2025-10-27T03:38:33.140Z,326,784,1761536308695
1761536308104_7sg9uc4bm,76ef0ecebc0b613abaf86562b711a178,2025-10-27T03:38:33.140Z,79,748,1761536308746
