schema_version,round_id,player_address_hash,timestamp,round_type,grid_size,steps,correct_steps,time_elapsed_ms,time_limit_ms,is_perfect,time_expired,session_id,mean_reaction_time,std_reaction_time,min_reaction_time,max_reaction_time,entropy_reaction_time,mean_inter_click_interval,std_inter_click_interval,entropy_inter_click,mean_click_x_norm,std_click_x_norm,mean_click_y_norm,std_click_y_norm,click_position_entropy,misclick_count,double_click_count,first_click_reaction_time,click_hesitation_count,mouse_move_count,mouse_total_distance,mouse_avg_speed,mouse_max_speed,mouse_direction_changes,mouse_acceleration_changes,mouse_pause_count,mouse_idle_time_ratio,round_in_session,session_avg_time_per_round,consecutive_perfect_rounds,time_pressure_ratio,speed_to_accuracy_ratio,dominant_click_type,device_info_hash,label
1,"1761531826791_mqj745xel","7c99d514f74e47a77eacd4c47559839b","2025-10-27T02:23:51.654Z","DAILY",4,4,4,4863,25000,1,0,"sess_1jxki3a5_1761531831657",261.333,17.820,242.000,285.000,1.5850,249.500,7.500,1.0000,0.1388,0.0645,0.8822,0.0888,2.0000,0,0,285.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,1,4863.000,1,0.1945,261.3333,"mouse","4b3a3162c9abb194","human"
1,"1761531836032_pndlft46l","387307857eabf959fce6a366ceea1515","2025-10-27T02:24:00.849Z","DAILY",4,4,4,4817,25000,1,0,"sess_l06onkqs_1761531840850",296.333,28.111,269.000,335.000,1.5850,310.000,25.000,1.0000,0.1029,0.0649,1.1270,0.0000,0.0000,0,0,269.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,1,4817.000,1,0.1927,296.3333,"mouse","8313f4547f73e3c2","human"
1,"1761531845388_8wwu5ullv","9e5ac443887a34245aad6d8a2a3477f5","2025-10-27T02:24:10.259Z","DAILY",4,4,3,4871,25000,0,0,"sess_m466q26l_1761531850260",293.333,15.456,280.000,315.000,1.5850,300.000,15.000,1.0000,0.1043,0.0348,1.1099,0.0982,2.0000,1,0,280.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,1,4871.000,0,0.1948,146.6667,"mouse","e6b71e3412bfade7","human"
1,"1761531853380_x8udreg6r","489afd08ae060c4d6a553a5b3a4591ce","2025-10-27T02:24:19.370Z","DAILY",4,4,4,5990,25000,1,0,"sess_uopnqt76_1761531859370",669.000,583.627,235.000,1494.000,0.9183,886.000,608.000,1.0000,0.0743,0.0219,1.1719,0.0672,2.0000,0,0,235.000,1,4,242.25,1.4127,1.7920,0,0,0,0.0000,1,5990.000,1,0.2396,669.0000,"mouse","be886ed6cb827169","human"
1,"1761531867289_z0hqd250m","7c99d514f74e47a77eacd4c47559839b","2025-10-27T02:24:31.492Z","INFINITE",3,3,3,4203,20000,1,0,"sess_1jxki3a5_1761531831657",280.000,6.000,274.000,286.000,1.0000,286.000,0.000,0.0000,0.0875,0.0363,0.7801,0.1116,1.5850,0,0,274.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,2,4533.000,2,0.2102,280.0000,"mouse","4b3a3162c9abb194","human"
1,"1761531873368_yh4o1upo9","7c99d514f74e47a77eacd4c47559839b","2025-10-27T02:24:37.644Z","INFINITE",3,3,3,4276,19800,1,0,"sess_1jxki3a5_1761531831657",300.500,6.500,294.000,307.000,1.0000,294.000,0.000,0.0000,0.1388,0.0628,0.7801,0.1116,1.5850,0,0,307.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,3,4447.333,3,0.2160,300.5000,"mouse","4b3a3162c9abb194","human"
1,"1761531875352_x4j9uj8es","387307857eabf959fce6a366ceea1515","2025-10-27T02:24:39.582Z","INFINITE",3,3,3,4230,20000,1,0,"sess_l06onkqs_1761531840850",286.000,20.000,266.000,306.000,1.0000,266.000,0.000,0.0000,0.1530,0.0333,0.7392,0.1184,1.5850,0,0,306.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,2,4523.500,2,0.2115,286.0000,"mouse","8313f4547f73e3c2","human"
1,"1761531879891_cscast9ad","7c99d514f74e47a77eacd4c47559839b","2025-10-27T02:24:45.306Z","INFINITE",3,4,4,5415,19600,1,0,"sess_1jxki3a5_1761531831657",278.333,22.691,258.000,310.000,1.5850,288.500,21.500,1.0000,0.1388,0.0544,0.7117,0.0684,2.0000,0,0,258.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,4,4689.250,4,0.2763,278.3333,"mouse","4b3a3162c9abb194","human"
1,"1761531881952_xbsqe1spd","387307857eabf959fce6a366ceea1515","2025-10-27T02:24:46.190Z","INFINITE",3,3,3,4238,19800,1,0,"sess_l06onkqs_1761531840850",267.000,34.000,233.000,301.000,1.0000,233.000,0.000,0.0000,0.0823,0.0333,0.8229,0.0592,0.9183,0,0,301.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,3,4428.333,3,0.2140,267.0000,"mouse","8313f4547f73e3c2","human"
1,"1761531887059_39d2dh6yl","489afd08ae060c4d6a553a5b3a4591ce","2025-10-27T02:24:51.301Z","INFINITE",3,3,3,4242,20000,1,0,"sess_uopnqt76_1761531859370",294.500,0.500,294.000,295.000,1.0000,295.000,0.000,0.0000,0.1308,0.0546,0.8372,0.0484,1.5850,0,0,294.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,2,5116.000,2,0.2121,294.5000,"mouse","be886ed6cb827169","human"
1,"1761531886638_ffsym9sul","7c99d514f74e47a77eacd4c47559839b","2025-10-27T02:24:52.017Z","INFINITE",3,4,4,5379,19400,1,0,"sess_1jxki3a5_1761531831657",289.333,12.658,278.000,307.000,1.5850,292.500,14.500,1.0000,0.1003,0.0666,0.7117,0.0684,1.5000,0,0,283.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,5,4827.200,5,0.2773,289.3333,"mouse","4b3a3162c9abb194","human"
1,"1761531889134_di2n060jv","387307857eabf959fce6a366ceea1515","2025-10-27T02:24:54.738Z","INFINITE",3,4,4,5603,19600,1,0,"sess_l06onkqs_1761531840850",321.333,6.342,315.000,330.000,1.5850,322.500,7.500,1.0000,0.1118,0.0586,0.7810,0.0888,2.0000,0,0,319.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,4,4722.000,4,0.2859,321.3333,"mouse","8313f4547f73e3c2","human"
1,"1761531893722_q7boqyt5q","489afd08ae060c4d6a553a5b3a4591ce","2025-10-27T02:24:57.932Z","INFINITE",3,3,3,4210,19800,1,0,"sess_uopnqt76_1761531859370",262.000,19.000,243.000,281.000,1.0000,243.000,0.000,0.0000,0.1565,0.0324,0.9451,0.0498,0.9183,0,0,281.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,3,4814.000,3,0.2126,262.0000,"mouse","be886ed6cb827169","human"
1,"1761531893572_bcfj4gdli","7c99d514f74e47a77eacd4c47559839b","2025-10-27T02:25:00.028Z","INFINITE",3,5,4,6456,19200,0,0,"sess_1jxki3a5_1761531831657",297.250,4.146,291.000,301.000,1.5000,296.000,4.082,1.5850,0.1696,0.0377,0.6707,0.0547,1.5219,1,0,301.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,6,5098.667,0,0.3362,148.6250,"mouse","4b3a3162c9abb194","human"
1,"1761531898697_653gn75d4","9e5ac443887a34245aad6d8a2a3477f5","2025-10-27T02:25:02.945Z","INFINITE",3,3,3,4247,20000,1,0,"sess_m466q26l_1761531850260",282.000,12.000,270.000,294.000,1.0000,270.000,0.000,0.0000,0.1103,0.0644,0.4981,0.0495,1.5850,0,0,294.000,0,13,229.54,0.3357,1.0896,5,6,4,0.3077,2,4559.000,1,0.2124,282.0000,"mouse","e6b71e3412bfade7","human"
1,"1761531897231_kbzacem2x","387307857eabf959fce6a366ceea1515","2025-10-27T02:25:03.237Z","INFINITE",3,4,4,6006,19400,1,0,"sess_l06onkqs_1761531840850",514.667,305.708,297.000,947.000,0.9183,622.000,325.000,1.0000,0.1118,0.0306,0.8124,0.1042,2.0000,0,0,300.000,1,0,0.00,0.0000,0.0000,0,0,0,0.0000,5,4978.800,5,0.3096,514.6667,"mouse","8313f4547f73e3c2","human"
1,"1761531899620_mtjodmuay","489afd08ae060c4d6a553a5b3a4591ce","2025-10-27T02:25:05.075Z","INFINITE",3,4,4,5455,19600,1,0,"sess_uopnqt76_1761531859370",314.000,12.329,300.000,330.000,1.5850,321.000,9.000,1.0000,0.1362,0.0498,0.8598,0.0541,1.5000,0,0,300.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,4,4974.250,4,0.2783,314.0000,"mouse","be886ed6cb827169","human"
1,"1761531901868_3myxg7bb5","7c99d514f74e47a77eacd4c47559839b","2025-10-27T02:25:07.046Z","INFINITE",3,5,4,5178,19200,0,0,"sess_1jxki3a5_1761531831657",35.750,0.433,35.000,36.000,0.8113,36.000,0.000,0.0000,0.1080,0.0377,0.8348,0.0670,1.9219,1,4,35.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,7,5110.000,0,0.2697,17.8750,"mouse","4b3a3162c9abb194","human"
1,"1761531906267_mm9gn8o97","9e5ac443887a34245aad6d8a2a3477f5","2025-10-27T02:25:10.549Z","INFINITE",3,3,3,4282,19800,1,0,"sess_m466q26l_1761531850260",311.500,3.500,308.000,315.000,1.0000,315.000,0.000,0.0000,0.0876,0.0322,0.5332,0.0495,1.5850,0,0,308.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,3,4466.667,2,0.2163,311.5000,"mouse","e6b71e3412bfade7","human"
1,"1761531906454_y54bjcflb","489afd08ae060c4d6a553a5b3a4591ce","2025-10-27T02:25:11.785Z","INFINITE",3,4,4,5331,19400,1,0,"sess_uopnqt76_1761531859370",272.000,15.937,253.000,292.000,1.5850,281.500,10.500,1.0000,0.1538,0.0584,0.9140,0.0766,2.0000,0,0,253.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,5,5045.600,5,0.2748,272.0000,"mouse","be886ed6cb827169","human"
1,"1761531905789_se5pmxs3o","387307857eabf959fce6a366ceea1515","2025-10-27T02:25:12.185Z","INFINITE",3,5,5,6396,19200,1,0,"sess_l06onkqs_1761531840850",340.500,527.987,35.000,1255.000,0.8113,442.333,574.642,0.9183,0.1577,0.0565,0.6805,0.0502,1.9219,0,3,35.000,1,0,0.00,0.0000,0.0000,0,0,0,0.0000,6,5215.000,6,0.3331,340.5000,"mouse","8313f4547f73e3c2","human"
1,"1761531909993_ili74eczg","7c99d514f74e47a77eacd4c47559839b","2025-10-27T02:25:16.183Z","INFINITE",3,5,5,6189,19200,1,0,"sess_1jxki3a5_1761531831657",238.750,13.367,218.000,251.000,1.5000,245.667,6.848,0.9183,0.1388,0.0486,0.7528,0.1023,1.9219,0,0,218.000,0,0,0.00,0.0000,0.0000,0,0,0,0.0000,8,5244.875,1,0.3223,238.7500,"mouse","4b3a3162c9abb194","human"
