roundId,playerAddressHash,timestamp,index,clientTs,clickType,xPx,yPx,expectedTileIndex,actualTileIndex,isCorrect,reactionTime,xNorm,yNorm,prePathLength,preAvgSpeed,prePeakSpeed,overshootCount,distanceToTargetPx
1761528610603_z1vynux2r,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:30:15.295Z,8,1761528614811,mouse,100.375,1118.875,8,8,True,0,0.05227864583333333,1.0359953703703704,0,0,0,0,0
1761528610603_z1vynux2r,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:30:15.295Z,1,1761528614966,mouse,211.125,897.375,1,1,True,155,0.1099609375,0.8309027777777778,0,0,0,0,0
1761528610603_z1vynux2r,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:30:15.295Z,2,1761528615122,mouse,321.875,897.375,2,2,True,156,0.16764322916666666,0.8309027777777778,0,0,0,0,0
1761528610603_z1vynux2r,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:30:15.295Z,10,1761528615288,mouse,321.875,1118.875,10,10,True,166,0.16764322916666666,1.0359953703703704,0,0,0,0,0
1761528615423_deyoujox0,387307857eabf959fce6a366ceea1515,2025-10-27T01:30:19.751Z,9,1761528619261,mouse,198,1116,9,9,True,0,0.103125,1.0333333333333334,0,0,0,0,0
1761528615423_deyoujox0,387307857eabf959fce6a366ceea1515,2025-10-27T01:30:19.751Z,4,1761528619412,mouse,96,1014,4,4,True,151,0.05,0.9388888888888889,0,0,0,0,0
1761528615423_deyoujox0,387307857eabf959fce6a366ceea1515,2025-10-27T01:30:19.751Z,1,1761528619560,mouse,198,912,1,1,True,148,0.103125,0.8444444444444444,0,0,0,0,0
1761528615423_deyoujox0,387307857eabf959fce6a366ceea1515,2025-10-27T01:30:19.751Z,10,1761528619714,mouse,300,1116,10,10,True,154,0.15625,1.0333333333333334,0,0,0,0,0
1761528630874_417w4k05w,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T01:30:37.593Z,0,1761528634720,mouse,81.125,980.625,0,0,True,0,0.05518707482993197,1.0257583682008369,0,0,0,0,0
1761528630874_417w4k05w,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T01:30:37.593Z,1,1761528634868,mouse,153.375,980.625,1,1,True,148,0.10433673469387755,1.0257583682008369,0,0,0,0,0
1761528630874_417w4k05w,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T01:30:37.593Z,9,1761528637431,mouse,153.375,1125.125,9,9,True,2563,0.10433673469387755,1.1769089958158996,0,0,0,0,0
1761528630874_417w4k05w,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T01:30:37.593Z,10,1761528637585,mouse,225.625,1125.125,10,10,True,154,0.15348639455782312,1.1769089958158996,0,0,0,0,0
1761528637233_lf5e4zxn5,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T01:30:41.859Z,14,1761528641095,mouse,205.625,1248.875,14,14,True,0,0.13988095238095238,1.3063546025104602,0,0,0,0,0
1761528637233_lf5e4zxn5,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T01:30:41.859Z,3,1761528641250,mouse,269.875,1056.125,3,3,True,155,0.18358843537414965,1.1047332635983265,0,0,0,0,0
1761528637233_lf5e4zxn5,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T01:30:41.859Z,0,1761528641703,mouse,77.125,1056.125,0,0,True,453,0.05246598639455782,1.1047332635983265,0,0,0,0,0
1761528637233_lf5e4zxn5,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T01:30:41.859Z,11,1761528641853,mouse,269.875,1184.625,11,11,True,150,0.18358843537414965,1.239147489539749,0,0,0,0,0
1761528656410_u51d40xg2,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:00.483Z,6,1761528659954,mouse,118.8359375,722.1796875,6,6,True,0,0.06189371744791667,0.6686848958333333,0,0,0,0,0
1761528656410_u51d40xg2,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:00.483Z,5,1761528660341,mouse,414.1796875,574.5078125,5,5,True,387,0.21571858723958334,0.5319516782407407,0,0,0,0,0
1761528656410_u51d40xg2,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:00.483Z,3,1761528660480,mouse,118.8359375,574.5078125,3,3,True,139,0.06189371744791667,0.5319516782407407,0,0,0,0,0
1761528663393_vouofmwy3,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:07.422Z,0,1761528667073,mouse,118.8359375,426.8359375,0,0,True,0,0.06189371744791667,0.39521846064814814,0,0,0,0,0
1761528663393_vouofmwy3,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:07.422Z,3,1761528667244,mouse,118.8359375,574.5078125,3,3,True,171,0.06189371744791667,0.5319516782407407,0,0,0,0,0
1761528663393_vouofmwy3,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:07.422Z,3,1761528667414,mouse,118.83592987060547,574.5078125,3,3,True,170,0.06189371347427368,0.5319516782407407,0,0,0,0,0
1761528663737_ye56sdkqq,387307857eabf959fce6a366ceea1515,2025-10-27T01:31:10.350Z,7,1761528667523,mouse,249,980,7,7,True,0,0.1296875,0.9074074074074074,0,0,0,0,0
1761528663737_ye56sdkqq,387307857eabf959fce6a366ceea1515,2025-10-27T01:31:10.350Z,6,1761528667696,mouse,113,980,6,6,True,173,0.058854166666666666,0.9074074074074074,0,0,0,0,0
1761528663737_ye56sdkqq,387307857eabf959fce6a366ceea1515,2025-10-27T01:31:10.350Z,6,1761528670342,mouse,113,980,6,6,True,2646,0.058854166666666666,0.9074074074074074,0,0,0,0,0
1761528669787_iqou01xzc,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:15.414Z,4,1761528674299,mouse,266.5078125,574.5078125,4,4,True,0,0.13880615234375,0.5319516782407407,0,0,0,0,0
1761528669787_iqou01xzc,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:15.414Z,0,1761528674740,mouse,118.8359375,426.8359375,0,0,True,441,0.06189371744791667,0.39521846064814814,0,0,0,0,0
1761528669787_iqou01xzc,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:15.414Z,8,1761528674927,mouse,414.1796875,722.1796875,8,8,True,187,0.21571858723958334,0.6686848958333333,0,0,0,0,0
1761528669787_iqou01xzc,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:15.414Z,8,1761528675403,mouse,414.1796875,722.1796875,8,8,True,476,0.21571858723958334,0.6686848958333333,0,0,0,0,0
1761528672089_an3eg2m01,387307857eabf959fce6a366ceea1515,2025-10-27T01:31:15.999Z,2,1761528675803,mouse,385,708,2,2,True,0,0.20052083333333334,0.6555555555555556,0,0,0,0,0
1761528672089_an3eg2m01,387307857eabf959fce6a366ceea1515,2025-10-27T01:31:15.999Z,2,1761528675994,mouse,385.00001525878906,708,8,2,False,191,0.2005208412806193,0.6555555555555556,0,0,0,0,0
1761528678226_pcqtilwtz,387307857eabf959fce6a366ceea1515,2025-10-27T01:31:21.970Z,8,1761528681650,mouse,385,980,8,8,True,0,0.20052083333333334,0.9074074074074074,0,0,0,0,0
1761528678226_pcqtilwtz,387307857eabf959fce6a366ceea1515,2025-10-27T01:31:21.970Z,6,1761528681941,mouse,113,980,6,6,True,291,0.058854166666666666,0.9074074074074074,0,0,0,0,0
1761528678226_pcqtilwtz,387307857eabf959fce6a366ceea1515,2025-10-27T01:31:21.970Z,3,1761528681967,mouse,113,844,3,3,True,26,0.058854166666666666,0.7814814814814814,0,0,0,0,0
1761528677756_00zctfddy,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:22.903Z,3,1761528682192,mouse,118.8359375,574.5078125,3,3,True,0,0.06189371744791667,0.5319516782407407,0,0,0,0,0
1761528677756_00zctfddy,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:22.903Z,7,1761528682541,mouse,266.5078125,722.1796875,7,7,True,349,0.13880615234375,0.6686848958333333,0,0,0,0,0
1761528677756_00zctfddy,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:22.903Z,7,1761528682709,mouse,266.5078125,722.1796875,7,7,True,168,0.13880615234375,0.6686848958333333,0,0,0,0,0
1761528677756_00zctfddy,7c99d514f74e47a77eacd4c47559839b,2025-10-27T01:31:22.903Z,7,1761528682894,mouse,266.5078125,722.1796875,7,7,True,185,0.13880615234375,0.6686848958333333,0,0,0,0,0
1761528679394_wly1adk9y,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T01:31:23.669Z,3,1761528683154,mouse,94.11328125,661.83984375,3,3,True,0,0.06402264030612245,0.6923010917887029,0,0,0,0,0
1761528679394_wly1adk9y,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T01:31:23.669Z,1,1761528683499,mouse,192.33984375,563.61328125,1,1,True,345,0.13084343112244898,0.5895536414748954,0,0,0,0,0
