roundId,playerAddressHash,timestamp,index,clientTs,clickType,xPx,yPx,expectedTileIndex,actualTileIndex,isCorrect,reactionTime,xNorm,yNorm,prePathLength,preAvgSpeed,prePeakSpeed,overshootCount,distanceToTargetPx
1761531826791_mqj745xel,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:23:51.654Z,2,1761531830864,mouse,321.875,897.375,2,2,True,0,0.16764322916666666,0.8309027777777778,0,0,0,0,0
1761531826791_mqj745xel,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:23:51.654Z,1,1761531831149,mouse,211.125,897.375,1,1,True,285,0.1099609375,0.8309027777777778,0,0,0,0,0
1761531826791_mqj745xel,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:23:51.654Z,8,1761531831406,mouse,100.375,1118.875,8,8,True,257,0.05227864583333333,1.0359953703703704,0,0,0,0,0
1761531826791_mqj745xel,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:23:51.654Z,3,1761531831648,mouse,432.625,897.375,3,3,True,242,0.22532552083333332,0.8309027777777778,0,0,0,0,0
1761531836032_pndlft46l,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:00.849Z,13,1761531839954,mouse,197.625,1217.125,13,13,True,0,0.1029296875,1.1269675925925926,0,0,0,0,0
1761531836032_pndlft46l,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:00.849Z,15,1761531840223,mouse,401.125,1217.125,15,15,True,269,0.20891927083333334,1.1269675925925926,0,0,0,0,0
1761531836032_pndlft46l,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:00.849Z,12,1761531840508,mouse,95.875,1217.125,12,12,True,285,0.04993489583333333,1.1269675925925926,0,0,0,0,0
1761531836032_pndlft46l,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:00.849Z,12,1761531840843,mouse,95.875,1217.125,12,12,True,335,0.04993489583333333,1.1269675925925926,0,0,0,0,0
1761531845388_8wwu5ullv,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:24:10.259Z,5,1761531849375,mouse,153.375,1006.875,5,5,True,0,0.10433673469387755,1.0532165271966527,0,0,0,0,0
1761531845388_8wwu5ullv,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:24:10.259Z,13,1761531849655,mouse,153.375,1151.375,13,13,True,280,0.10433673469387755,1.2043671548117154,0,0,0,0,0
1761531845388_8wwu5ullv,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:24:10.259Z,12,1761531849970,mouse,81.125,1151.375,12,12,True,315,0.05518707482993197,1.2043671548117154,0,0,0,0,0
1761531845388_8wwu5ullv,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:24:10.259Z,2,1761531850255,mouse,225.625,934.625,15,2,False,285,0.15348639455782312,0.9776412133891214,0,0,0,0,0
1761531853380_x8udreg6r,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:19.370Z,0,1761531857345,mouse,77.125,1056.125,0,0,True,0,0.05246598639455782,1.1047332635983265,0,0,0,0,0
1761531853380_x8udreg6r,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:19.370Z,9,1761531857580,mouse,141.375,1184.625,9,9,True,235,0.0961734693877551,1.239147489539749,0,0,0,0,0
1761531853380_x8udreg6r,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:19.370Z,1,1761531857858,mouse,141.375,1056.125,1,1,True,278,0.0961734693877551,1.1047332635983265,0,0,0,0,0
1761531853380_x8udreg6r,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:19.370Z,8,1761531859352,mouse,77.125,1184.625,8,8,True,1494,0.05246598639455782,1.239147489539749,0,0,0,0,0
1761531867289_z0hqd250m,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:31.492Z,0,1761531870926,mouse,118.8359375,694.8359375,0,0,True,0,0.06189371744791667,0.6433666087962963,0,0,0,0,0
1761531867289_z0hqd250m,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:31.492Z,7,1761531871200,mouse,266.5078125,990.1796875,7,7,True,274,0.13880615234375,0.9168330439814815,0,0,0,0,0
1761531867289_z0hqd250m,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:31.492Z,3,1761531871486,mouse,118.8359375,842.5078125,3,3,True,286,0.06189371744791667,0.7800998263888889,0,0,0,0,0
1761531873368_yh4o1upo9,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:37.644Z,1,1761531877039,mouse,266.5078125,694.8359375,1,1,True,0,0.13880615234375,0.6433666087962963,0,0,0,0,0
1761531873368_yh4o1upo9,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:37.644Z,8,1761531877346,mouse,414.1796875,990.1796875,8,8,True,307,0.21571858723958334,0.9168330439814815,0,0,0,0,0
1761531873368_yh4o1upo9,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:37.644Z,3,1761531877640,mouse,118.8359375,842.5078125,3,3,True,294,0.06189371744791667,0.7800998263888889,0,0,0,0,0
1761531875352_x4j9uj8es,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:39.582Z,1,1761531879003,mouse,248.5078125,707.8359375,1,1,True,0,0.12943115234375,0.6554036458333333,0,0,0,0,0
1761531875352_x4j9uj8es,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:39.582Z,7,1761531879309,mouse,248.5078125,979.1796875,7,7,True,306,0.12943115234375,0.9066478587962963,0,0,0,0,0
1761531875352_x4j9uj8es,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:39.582Z,2,1761531879575,mouse,384.1796875,707.8359375,2,2,True,266,0.20009358723958334,0.6554036458333333,0,0,0,0,0
1761531879891_cscast9ad,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:45.306Z,5,1761531884461,mouse,414.1796875,842.5078125,5,5,True,0,0.21571858723958334,0.7800998263888889,0,0,0,0,0
1761531879891_cscast9ad,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:45.306Z,1,1761531884719,mouse,266.5078125,694.8359375,1,1,True,258,0.13880615234375,0.6433666087962963,0,0,0,0,0
1761531879891_cscast9ad,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:45.306Z,0,1761531885029,mouse,118.8359375,694.8359375,0,0,True,310,0.06189371744791667,0.6433666087962963,0,0,0,0,0
1761531879891_cscast9ad,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:45.306Z,4,1761531885296,mouse,266.5078125,842.5078125,4,4,True,267,0.13880615234375,0.7800998263888889,0,0,0,0,0
1761531881952_xbsqe1spd,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:46.190Z,3,1761531885646,mouse,112.8359375,843.5078125,3,3,True,0,0.05876871744791667,0.7810257523148149,0,0,0,0,0
1761531881952_xbsqe1spd,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:46.190Z,7,1761531885947,mouse,248.5078125,979.1796875,7,7,True,301,0.12943115234375,0.9066478587962963,0,0,0,0,0
1761531881952_xbsqe1spd,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:46.190Z,3,1761531886180,mouse,112.8359375,843.5078125,3,3,True,233,0.05876871744791667,0.7810257523148149,0,0,0,0,0
1761531887059_39d2dh6yl,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:51.301Z,1,1761531890709,mouse,192.33984375,767.61328125,1,1,True,0,0.13084343112244898,0.8029427628138075,0,0,0,0,0
1761531887059_39d2dh6yl,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:51.301Z,0,1761531891003,mouse,94.11328125,767.61328125,0,0,True,294,0.06402264030612245,0.8029427628138075,0,0,0,0,0
1761531887059_39d2dh6yl,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:51.301Z,5,1761531891298,mouse,290.56640625,865.83984375,5,5,True,295,0.1976642219387755,0.9056902131276151,0,0,0,0,0
1761531886638_ffsym9sul,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:52.017Z,0,1761531891144,mouse,118.8359375,694.8359375,0,0,True,0,0.06189371744791667,0.6433666087962963,0,0,0,0,0
1761531886638_ffsym9sul,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:52.017Z,2,1761531891427,mouse,414.1796875,694.8359375,2,2,True,283,0.21571858723958334,0.6433666087962963,0,0,0,0,0
1761531886638_ffsym9sul,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:52.017Z,3,1761531891705,mouse,118.8359375,842.5078125,3,3,True,278,0.06189371744791667,0.7800998263888889,0,0,0,0,0
1761531886638_ffsym9sul,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:24:52.017Z,3,1761531892012,mouse,118.8359375,842.5078125,3,3,True,307,0.06189371744791667,0.7800998263888889,0,0,0,0,0
1761531889134_di2n060jv,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:54.738Z,6,1761531893765,mouse,112.8359375,979.1796875,6,6,True,0,0.05876871744791667,0.9066478587962963,0,0,0,0,0
1761531889134_di2n060jv,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:54.738Z,2,1761531894084,mouse,384.1796875,707.8359375,2,2,True,319,0.20009358723958334,0.6554036458333333,0,0,0,0,0
1761531889134_di2n060jv,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:54.738Z,4,1761531894399,mouse,248.5078125,843.5078125,4,4,True,315,0.12943115234375,0.7810257523148149,0,0,0,0,0
1761531889134_di2n060jv,387307857eabf959fce6a366ceea1515,2025-10-27T02:24:54.738Z,3,1761531894729,mouse,112.8359375,843.5078125,3,3,True,330,0.05876871744791667,0.7810257523148149,0,0,0,0,0
1761531893722_q7boqyt5q,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:57.932Z,4,1761531897401,mouse,196.37109375,869.87109375,4,4,True,0,0.13358577806122449,0.909907001830544,0,0,0,0,0
1761531893722_q7boqyt5q,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:57.932Z,4,1761531897682,mouse,196.37110137939453,869.87109375,4,4,True,281,0.1335857832512888,0.909907001830544,0,0,0,0,0
1761531893722_q7boqyt5q,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:24:57.932Z,8,1761531897925,mouse,297.28515625,970.78515625,8,8,True,243,0.20223480017006804,1.0154656446129706,0,0,0,0,0
1761531893572_bcfj4gdli,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:00.028Z,2,1761531898833,mouse,414.1796875,694.8359375,2,2,True,0,0.21571858723958334,0.6433666087962963,0,0,0,0,0
1761531893572_bcfj4gdli,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:00.028Z,2,1761531899134,mouse,414.17967224121094,694.8359680175781,2,2,True,301,0.21571857929229737,0.6433666370533131,0,0,0,0,0
1761531893572_bcfj4gdli,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:00.028Z,1,1761531899435,mouse,266.5078125,694.8359375,1,1,True,301,0.13880615234375,0.6433666087962963,0,0,0,0,0
1761531893572_bcfj4gdli,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:00.028Z,4,1761531899726,mouse,266.5078125,842.5078125,4,4,True,291,0.13880615234375,0.7800998263888889,0,0,0,0,0
1761531893572_bcfj4gdli,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:00.028Z,1,1761531900022,mouse,266.5078125,694.8359375,5,1,False,296,0.13880615234375,0.6433666087962963,0,0,0,0,0
1761531898697_653gn75d4,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:02.945Z,0,1761531902376,mouse,95.2265625,442.7265625,0,0,True,0,0.06477997448979592,0.4631030988493724,0,0,0,0,0
1761531898697_653gn75d4,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:02.945Z,3,1761531902670,mouse,95.2265625,543.1796875,3,3,True,294,0.06477997448979592,0.5681795894351465,0,0,0,0,0
1761531898697_653gn75d4,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:02.945Z,2,1761531902940,mouse,296.1328125,442.7265625,2,2,True,270,0.20145089285714285,0.4631030988493724,0,0,0,0,0
1761531897231_kbzacem2x,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:03.237Z,6,1761531901688,mouse,112.8359375,979.1796875,6,6,True,0,0.05876871744791667,0.9066478587962963,0,0,0,0,0
1761531897231_kbzacem2x,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:03.237Z,7,1761531901988,mouse,248.5078125,979.1796875,7,7,True,300,0.12943115234375,0.9066478587962963,0,0,0,0,0
1761531897231_kbzacem2x,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:03.237Z,4,1761531902935,mouse,248.5078125,843.5078125,4,4,True,947,0.12943115234375,0.7810257523148149,0,0,0,0,0
1761531897231_kbzacem2x,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:03.237Z,1,1761531903232,mouse,248.5078125,707.8359375,1,1,True,297,0.12943115234375,0.6554036458333333,0,0,0,0,0
1761531899620_mtjodmuay,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:05.075Z,3,1761531904129,mouse,96.7578125,873.7734375,3,3,True,0,0.06582164115646258,0.9139889513598326,0,0,0,0,0
1761531899620_mtjodmuay,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:05.075Z,5,1761531904429,mouse,303.7890625,873.7734375,5,5,True,300,0.2066592261904762,0.9139889513598326,0,0,0,0,0
1761531899620_mtjodmuay,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:05.075Z,1,1761531904759,mouse,200.2734375,770.2578125,1,1,True,330,0.13624043367346939,0.8057090088912134,0,0,0,0,0
1761531899620_mtjodmuay,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:05.075Z,1,1761531905071,mouse,200.2734375,770.2578125,1,1,True,312,0.13624043367346939,0.8057090088912134,0,0,0,0,0
1761531901868_3myxg7bb5,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:07.046Z,4,1761531906900,mouse,266.5078125,842.5078125,4,4,True,0,0.13880615234375,0.7800998263888889,0,0,0,0,0
1761531901868_3myxg7bb5,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:07.046Z,7,1761531906935,mouse,266.5078125,990.1797180175781,7,7,True,35,0.13880615234375,0.9168330722384983,0,0,0,0,0
1761531901868_3myxg7bb5,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:07.046Z,6,1761531906971,mouse,118.8359375,990.1796875,6,6,True,36,0.06189371744791667,0.9168330439814815,0,0,0,0,0
1761531901868_3myxg7bb5,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:07.046Z,4,1761531907007,mouse,266.5078125,842.5078125,4,4,True,36,0.13880615234375,0.7800998263888889,0,0,0,0,0
1761531901868_3myxg7bb5,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:07.046Z,3,1761531907043,mouse,118.8359375,842.5078125,7,3,False,36,0.06189371744791667,0.7800998263888889,0,0,0,0,0
1761531906267_mm9gn8o97,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:10.549Z,3,1761531909922,mouse,95.2265625,543.1796875,3,3,True,0,0.06477997448979592,0.5681795894351465,0,0,0,0,0
1761531906267_mm9gn8o97,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:10.549Z,4,1761531910230,mouse,195.6796875,543.1796875,4,4,True,308,0.1331154336734694,0.5681795894351465,0,0,0,0,0
1761531906267_mm9gn8o97,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:10.549Z,0,1761531910545,mouse,95.2265625,442.7265625,0,0,True,315,0.06477997448979592,0.4631030988493724,0,0,0,0,0
1761531906454_y54bjcflb,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:11.785Z,4,1761531910963,mouse,200.2734375,873.7734375,4,4,True,0,0.13624043367346939,0.9139889513598326,0,0,0,0,0
1761531906454_y54bjcflb,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:11.785Z,5,1761531911216,mouse,303.7890625,873.7734375,5,5,True,253,0.2066592261904762,0.9139889513598326,0,0,0,0,0
1761531906454_y54bjcflb,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:11.785Z,8,1761531911487,mouse,303.7890625,977.2890625,8,8,True,271,0.2066592261904762,1.0222688938284519,0,0,0,0,0
1761531906454_y54bjcflb,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:11.785Z,0,1761531911779,mouse,96.7578125,770.2578125,0,0,True,292,0.06582164115646258,0.8057090088912134,0,0,0,0,0
1761531905789_se5pmxs3o,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:12.185Z,1,1761531910820,mouse,248.5078125,707.8359375,1,1,True,0,0.12943115234375,0.6554036458333333,0,0,0,0,0
1761531905789_se5pmxs3o,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:12.185Z,2,1761531910855,mouse,384.1796875,707.8359375,2,2,True,35,0.20009358723958334,0.6554036458333333,0,0,0,0,0
1761531905789_se5pmxs3o,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:12.185Z,2,1761531912110,mouse,384.1796875,707.8359375,2,2,True,1255,0.20009358723958334,0.6554036458333333,0,0,0,0,0
1761531905789_se5pmxs3o,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:12.185Z,0,1761531912146,mouse,112.8359375,707.8359375,0,0,True,36,0.05876871744791667,0.6554036458333333,0,0,0,0,0
1761531905789_se5pmxs3o,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:12.185Z,5,1761531912182,mouse,384.1796875,843.5078125,5,5,True,36,0.20009358723958334,0.7810257523148149,0,0,0,0,0
1761531909993_ili74eczg,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:16.183Z,7,1761531915207,mouse,266.5078125,990.1796875,7,7,True,0,0.13880615234375,0.9168330439814815,0,0,0,0,0
1761531909993_ili74eczg,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:16.183Z,0,1761531915425,mouse,118.8359375,694.8359375,0,0,True,218,0.06189371744791667,0.6433666087962963,0,0,0,0,0
1761531909993_ili74eczg,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:16.183Z,2,1761531915675,mouse,414.1796875,694.8359375,2,2,True,250,0.21571858723958334,0.6433666087962963,0,0,0,0,0
1761531909993_ili74eczg,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:16.183Z,4,1761531915926,mouse,266.5078125,842.5078125,4,4,True,251,0.13880615234375,0.7800998263888889,0,0,0,0,0
1761531909993_ili74eczg,7c99d514f74e47a77eacd4c47559839b,2025-10-27T02:25:16.183Z,4,1761531916162,mouse,266.5078125,842.5078125,4,4,True,236,0.13880615234375,0.7800998263888889,0,0,0,0,0
1761531912958_s31emjsm0,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:18.407Z,3,1761531917554,mouse,95.2265625,543.1796875,3,3,True,0,0.06477997448979592,0.5681795894351465,0,0,0,0,0
1761531912958_s31emjsm0,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:18.407Z,2,1761531917822,mouse,296.1328125,442.7265625,2,2,True,268,0.20145089285714285,0.4631030988493724,0,0,0,0,0
1761531912958_s31emjsm0,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:18.407Z,0,1761531918124,mouse,95.2265625,442.7265625,0,0,True,302,0.06477997448979592,0.4631030988493724,0,0,0,0,0
1761531912958_s31emjsm0,9e5ac443887a34245aad6d8a2a3477f5,2025-10-27T02:25:18.407Z,0,1761531918403,mouse,95.22656631469727,442.7265625,7,0,False,279,0.06477997708482808,0.4631030988493724,0,0,0,0,0
1761531913367_kn1dz6agr,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:18.556Z,0,1761531918408,mouse,96.7578125,770.2578125,0,0,True,0,0.06582164115646258,0.8057090088912134,0,0,0,0,0
1761531913367_kn1dz6agr,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:18.556Z,5,1761531918444,mouse,303.7890625,873.7734375,5,5,True,36,0.2066592261904762,0.9139889513598326,0,0,0,0,0
1761531913367_kn1dz6agr,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:18.556Z,7,1761531918481,mouse,200.2734375,977.2890625,7,7,True,37,0.13624043367346939,1.0222688938284519,0,0,0,0,0
1761531913367_kn1dz6agr,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:18.556Z,1,1761531918518,mouse,200.2734375,770.2578125,1,1,True,37,0.13624043367346939,0.8057090088912134,0,0,0,0,0
1761531913367_kn1dz6agr,489afd08ae060c4d6a553a5b3a4591ce,2025-10-27T02:25:18.556Z,4,1761531918553,mouse,200.2734375,873.7734375,4,4,True,35,0.13624043367346939,0.9139889513598326,0,0,0,0,0
1761531914515_oowkjckun,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:19.562Z,7,1761531919451,mouse,401.125,792.625,7,7,True,0,0.20891927083333334,0.733912037037037,88.9162440774632,,,0,0
1761531914515_oowkjckun,387307857eabf959fce6a366ceea1515,2025-10-27T02:25:19.562Z,11,1761531919487,mouse,401.125,894.375,11,11,True,36,0.20891927083333334,0.828125,88.9162440774632,,,0,0
